"","MODEL","SCENARIO","REGION","VARIABLE","UNIT","Year","value"
"9091774","IMAGE","R5B400","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,45.264869248
"9091791","IMAGE","R5B400","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2080,164.321883438496
"9091802","IMAGE","R5B400","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,2.74707056
"9091819","IMAGE","R5B400","REF","Emissions|CO2|Land Use","Mt CO2/yr",2080,208.28528541566
"9091830","IMAGE","R5B400","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,16.075258752
"9161625","MAgPIE","R5B0","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2080,-10.3722
"9161635","MAgPIE","R5B0","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,0
"9161645","MAgPIE","R5B0","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2080,0
"9161655","MAgPIE","R5B0","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,0
"9161665","MAgPIE","R5B0","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2080,6.1945
"9161675","MAgPIE","R5B0","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,0
"9161685","MAgPIE","R5B0","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2080,22.9067
"9161695","MAgPIE","R5B0","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,0
"9161705","MAgPIE","R5B0","REF","Emissions|CO2|Land Use","Mt CO2/yr",2080,26.5448
"9161715","MAgPIE","R5B0","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,0
"9164115","MAgPIE","R5B0LP","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2080,-2.464
"9164125","MAgPIE","R5B0LP","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,0
"9164135","MAgPIE","R5B0LP","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2080,0
"9164145","MAgPIE","R5B0LP","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,0
"9164155","MAgPIE","R5B0LP","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2080,7.0296
"9164165","MAgPIE","R5B0LP","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,0
"9164175","MAgPIE","R5B0LP","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2080,14.9497
"9164185","MAgPIE","R5B0LP","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,0
"9164195","MAgPIE","R5B0LP","REF","Emissions|CO2|Land Use","Mt CO2/yr",2080,28.935
"9164205","MAgPIE","R5B0LP","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,0
"9164613","MAgPIE","R5B100","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2080,32.3522
"9164623","MAgPIE","R5B100","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,11.8171
"9164633","MAgPIE","R5B100","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2080,0
"9164643","MAgPIE","R5B100","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,26.7789
"9164653","MAgPIE","R5B100","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2080,292.6947
"9164663","MAgPIE","R5B100","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,28.4669
"9164673","MAgPIE","R5B100","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2080,7.5744
"9164683","MAgPIE","R5B100","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,10.7149
"9164693","MAgPIE","R5B100","REF","Emissions|CO2|Land Use","Mt CO2/yr",2080,131.3275
"9164703","MAgPIE","R5B100","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,0
"9166107","MAgPIE","R5B200","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2080,32.3433
"9166117","MAgPIE","R5B200","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,31.5697
"9166127","MAgPIE","R5B200","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2080,370.7294
"9166137","MAgPIE","R5B200","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,44.2153
"9166147","MAgPIE","R5B200","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2080,2640.8675
"9166157","MAgPIE","R5B200","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,53.3978
"9166167","MAgPIE","R5B200","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2080,118.747
"9166177","MAgPIE","R5B200","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,26.3292
"9166187","MAgPIE","R5B200","REF","Emissions|CO2|Land Use","Mt CO2/yr",2080,110.2912
"9166197","MAgPIE","R5B200","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,0.0436
"9170589","MAgPIE","R5B300","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2080,1603.4159
"9170599","MAgPIE","R5B300","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,48.0621
"9170609","MAgPIE","R5B300","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2080,425.108
"9170619","MAgPIE","R5B300","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,56.4852
"9170629","MAgPIE","R5B300","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2080,2041.6476
"9170639","MAgPIE","R5B300","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,88.4919
"9170649","MAgPIE","R5B300","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2080,432.6102
"9170659","MAgPIE","R5B300","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,40.2061
"9170669","MAgPIE","R5B300","REF","Emissions|CO2|Land Use","Mt CO2/yr",2080,161.4184
"9170679","MAgPIE","R5B300","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,0.0881
"9174573","MAgPIE","R5B300LP","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2080,1353.3721
"9174583","MAgPIE","R5B300LP","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,47.5753
"9174593","MAgPIE","R5B300LP","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2080,422.5231
"9174603","MAgPIE","R5B300LP","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,56.478
"9174613","MAgPIE","R5B300LP","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2080,1889.9377
"9174623","MAgPIE","R5B300LP","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,89.1569
"9174633","MAgPIE","R5B300LP","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2080,471.6517
"9174643","MAgPIE","R5B300LP","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,40.0352
"9174653","MAgPIE","R5B300LP","REF","Emissions|CO2|Land Use","Mt CO2/yr",2080,156.8467
"9174663","MAgPIE","R5B300LP","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,0.0881
"9175071","MAgPIE","R5B400","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2080,383.8868
"9175081","MAgPIE","R5B400","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,57.0863
"9175091","MAgPIE","R5B400","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2080,4123.9216
"9175101","MAgPIE","R5B400","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,81.1058
"9175111","MAgPIE","R5B400","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2080,2980.196
"9175121","MAgPIE","R5B400","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,119.7007
"9175131","MAgPIE","R5B400","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2080,383.0676
"9175141","MAgPIE","R5B400","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,53.0395
"9175151","MAgPIE","R5B400","REF","Emissions|CO2|Land Use","Mt CO2/yr",2080,208.835
"9175161","MAgPIE","R5B400","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,0.1789
"9200038","NLU 1.0","R5B0","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2080,-0.700723
"9200053","NLU 1.0","R5B0","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,0
"9200238","NLU 1.0","R5B0","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2080,-2.309526
"9200253","NLU 1.0","R5B0","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,0
"9200278","NLU 1.0","R5B0","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2080,6.050631
"9200293","NLU 1.0","R5B0","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,0
"9200318","NLU 1.0","R5B0","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2080,0.219433
"9200333","NLU 1.0","R5B0","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,0
"9200358","NLU 1.0","R5B0","REF","Emissions|CO2|Land Use","Mt CO2/yr",2080,-0.368148
"9200373","NLU 1.0","R5B0","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,0
"9203503","NLU 1.0","R5B0LP","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2080,-0.767521
"9203518","NLU 1.0","R5B0LP","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,0
"9203703","NLU 1.0","R5B0LP","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2080,3.765009
"9203718","NLU 1.0","R5B0LP","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,0
"9203743","NLU 1.0","R5B0LP","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2080,6.53952
"9203758","NLU 1.0","R5B0LP","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,0
"9203783","NLU 1.0","R5B0LP","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2080,0.080625
"9203798","NLU 1.0","R5B0LP","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,0
"9203823","NLU 1.0","R5B0LP","REF","Emissions|CO2|Land Use","Mt CO2/yr",2080,-0.466449
"9203838","NLU 1.0","R5B0LP","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,0
"9204658","NLU 1.0","R5B100","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2080,-0.763604
"9204673","NLU 1.0","R5B100","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,7.932272
"9204858","NLU 1.0","R5B100","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2080,-1.012738
"9204873","NLU 1.0","R5B100","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,14.706041
"9204898","NLU 1.0","R5B100","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2080,6.673936
"9204913","NLU 1.0","R5B100","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,6.064178
"9204938","NLU 1.0","R5B100","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2080,0.068979
"9204953","NLU 1.0","R5B100","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,9.097232
"9204978","NLU 1.0","R5B100","REF","Emissions|CO2|Land Use","Mt CO2/yr",2080,-0.304907
"9204993","NLU 1.0","R5B100","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,7.22167
"9206968","NLU 1.0","R5B200","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2080,-0.869723
"9206983","NLU 1.0","R5B200","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,21.052104
"9207168","NLU 1.0","R5B200","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2080,-4.289668
"9207183","NLU 1.0","R5B200","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,39.929864
"9207208","NLU 1.0","R5B200","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2080,7.076116
"9207223","NLU 1.0","R5B200","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,17.870649
"9207248","NLU 1.0","R5B200","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2080,0.091262
"9207263","NLU 1.0","R5B200","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,20.108085
"9207288","NLU 1.0","R5B200","REF","Emissions|CO2|Land Use","Mt CO2/yr",2080,-0.216051
"9207303","NLU 1.0","R5B200","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,20.695347
"9218518","NLU 1.0","R5B300","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2080,-1.267054
"9218533","NLU 1.0","R5B300","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,35.002542
"9218718","NLU 1.0","R5B300","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2080,-0.0188459999999999
"9218733","NLU 1.0","R5B300","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,56.942818
"9218758","NLU 1.0","R5B300","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2080,5.26486
"9218773","NLU 1.0","R5B300","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,34.947335
"9218798","NLU 1.0","R5B300","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2080,-0.152233
"9218813","NLU 1.0","R5B300","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,30.188248
"9218838","NLU 1.0","R5B300","REF","Emissions|CO2|Land Use","Mt CO2/yr",2080,-0.31583
"9218853","NLU 1.0","R5B300","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,36.840817
"9230068","NLU 1.0","R5B300LP","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2080,-1.404216
"9230083","NLU 1.0","R5B300LP","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,48.754626
"9230268","NLU 1.0","R5B300LP","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2080,2.825583
"9230283","NLU 1.0","R5B300LP","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,23.706158
"9230308","NLU 1.0","R5B300LP","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2080,1.470114
"9230323","NLU 1.0","R5B300LP","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,35.282822
"9230348","NLU 1.0","R5B300LP","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2080,-0.162637
"9230363","NLU 1.0","R5B300LP","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,34.907109
"9230388","NLU 1.0","R5B300LP","REF","Emissions|CO2|Land Use","Mt CO2/yr",2080,-0.418822
"9230403","NLU 1.0","R5B300LP","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,48.259395
"9232378","NLU 1.0","R5B400","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2080,-0.552419
"9232393","NLU 1.0","R5B400","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,46.561087
"9232578","NLU 1.0","R5B400","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2080,4.273212
"9232593","NLU 1.0","R5B400","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,67.852314
"9232618","NLU 1.0","R5B400","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2080,0.876788
"9232633","NLU 1.0","R5B400","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,59.956335
"9232658","NLU 1.0","R5B400","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2080,0.152788
"9232673","NLU 1.0","R5B400","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,40.547357
"9232698","NLU 1.0","R5B400","REF","Emissions|CO2|Land Use","Mt CO2/yr",2080,-2.929529
"9232713","NLU 1.0","R5B400","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2080,54.187588
"9581351","MAgPIE","R5B0","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2085,-22.7765
"9581361","MAgPIE","R5B0","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2085,0
"9581371","MAgPIE","R5B0","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2085,-13.6175
"9581381","MAgPIE","R5B0","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2085,0
"9581391","MAgPIE","R5B0","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2085,2.5977
"9581401","MAgPIE","R5B0","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2085,0
"9581411","MAgPIE","R5B0","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2085,-1.4811
"9581421","MAgPIE","R5B0","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2085,0
"9581431","MAgPIE","R5B0","REF","Emissions|CO2|Land Use","Mt CO2/yr",2085,26.9445
"9581441","MAgPIE","R5B0","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2085,0
"9583841","MAgPIE","R5B0LP","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2085,-22.9414
"9583851","MAgPIE","R5B0LP","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2085,0
"9583861","MAgPIE","R5B0LP","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2085,-13.6175
"9583871","MAgPIE","R5B0LP","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2085,0
"9583881","MAgPIE","R5B0LP","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2085,-0.4861
"9583891","MAgPIE","R5B0LP","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2085,0
"9583901","MAgPIE","R5B0LP","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2085,2.5231
"9583911","MAgPIE","R5B0LP","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2085,0
"9583921","MAgPIE","R5B0LP","REF","Emissions|CO2|Land Use","Mt CO2/yr",2085,22.3078
"9583931","MAgPIE","R5B0LP","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2085,0
"9584339","MAgPIE","R5B100","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2085,31.715
"9584349","MAgPIE","R5B100","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2085,15.3238
"9584359","MAgPIE","R5B100","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2085,0
"9584369","MAgPIE","R5B100","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2085,28.3249
"9584379","MAgPIE","R5B100","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2085,96.2815
"9584389","MAgPIE","R5B100","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2085,28.3671
"9584399","MAgPIE","R5B100","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2085,17.1095
"9584409","MAgPIE","R5B100","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2085,11.3177
"9584419","MAgPIE","R5B100","REF","Emissions|CO2|Land Use","Mt CO2/yr",2085,169.3548
"9584429","MAgPIE","R5B100","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2085,0
"9585833","MAgPIE","R5B200","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2085,31.6959
"9585843","MAgPIE","R5B200","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2085,35.6929
"9585853","MAgPIE","R5B200","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2085,94.5389
"9585863","MAgPIE","R5B200","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2085,46.0869
"9585873","MAgPIE","R5B200","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2085,2548.39
"9585883","MAgPIE","R5B200","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2085,56.5259
"9585893","MAgPIE","R5B200","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2085,107.2268
"9585903","MAgPIE","R5B200","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2085,28.3425
"9585913","MAgPIE","R5B200","REF","Emissions|CO2|Land Use","Mt CO2/yr",2085,149.4478
"9585923","MAgPIE","R5B200","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2085,0.0186
"9590315","MAgPIE","R5B300","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2085,1285.0235
"9590325","MAgPIE","R5B300","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2085,51.2006
"9590335","MAgPIE","R5B300","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2085,197.2135
"9590345","MAgPIE","R5B300","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2085,57.7355
"9590355","MAgPIE","R5B300","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2085,1491.0638
"9590365","MAgPIE","R5B300","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2085,96.6873
"9590375","MAgPIE","R5B300","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2085,394.5174
"9590385","MAgPIE","R5B300","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2085,44.2616
"9590395","MAgPIE","R5B300","REF","Emissions|CO2|Land Use","Mt CO2/yr",2085,166.5757
"9590405","MAgPIE","R5B300","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2085,0.1152
"9594299","MAgPIE","R5B300LP","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2085,1023.2127
"9594309","MAgPIE","R5B300LP","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2085,52.1597
"9594319","MAgPIE","R5B300LP","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2085,180.7332
"9594329","MAgPIE","R5B300LP","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2085,57.7354
"9594339","MAgPIE","R5B300LP","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2085,1453.7551
"9594349","MAgPIE","R5B300LP","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2085,95.3857
"9594359","MAgPIE","R5B300LP","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2085,426.5739
"9594369","MAgPIE","R5B300LP","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2085,44.6014
"9594379","MAgPIE","R5B300LP","REF","Emissions|CO2|Land Use","Mt CO2/yr",2085,161.2095
"9594389","MAgPIE","R5B300LP","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2085,0.118
"9594797","MAgPIE","R5B400","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2085,483.2547
"9594807","MAgPIE","R5B400","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2085,62.1232
"9594817","MAgPIE","R5B400","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2085,5232.8804
"9594827","MAgPIE","R5B400","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2085,91.8343
"9594837","MAgPIE","R5B400","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2085,2039.7706
"9594847","MAgPIE","R5B400","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2085,123.3253
"9594857","MAgPIE","R5B400","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2085,239.5454
"9594867","MAgPIE","R5B400","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2085,55.7788
"9594877","MAgPIE","R5B400","REF","Emissions|CO2|Land Use","Mt CO2/yr",2085,187.3133
"9594887","MAgPIE","R5B400","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2085,0.2718
"9654452","AIM/CGE","R5B0","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2090,61.7882
"9654581","AIM/CGE","R5B0","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2090,72.1743
"9654603","AIM/CGE","R5B0","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2090,162.0545
"9654624","AIM/CGE","R5B0","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2090,238.5456
"9654646","AIM/CGE","R5B0","REF","Emissions|CO2|Land Use","Mt CO2/yr",2090,-147.0734
"9659560","AIM/CGE","R5B0LP","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2090,90.5844
"9659689","AIM/CGE","R5B0LP","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2090,72.2198
"9659711","AIM/CGE","R5B0LP","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2090,276.791
"9659732","AIM/CGE","R5B0LP","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2090,206.094
"9659754","AIM/CGE","R5B0LP","REF","Emissions|CO2|Land Use","Mt CO2/yr",2090,-120.6023
"9660584","AIM/CGE","R5B100","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2090,94.4381
"9660598","AIM/CGE","R5B100","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2090,10.5079
"9660725","AIM/CGE","R5B100","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2090,77.11
"9660739","AIM/CGE","R5B100","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2090,2.8139
"9660749","AIM/CGE","R5B100","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2090,341.7208
"9660762","AIM/CGE","R5B100","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2090,63.126
"9660772","AIM/CGE","R5B100","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2090,230.1041
"9660786","AIM/CGE","R5B100","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2090,0.1912
"9660796","AIM/CGE","R5B100","REF","Emissions|CO2|Land Use","Mt CO2/yr",2090,-125.9732
"9660809","AIM/CGE","R5B100","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2090,0.8725
"9663750","AIM/CGE","R5B200","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2090,98.846
"9663764","AIM/CGE","R5B200","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2090,20.5774
"9663891","AIM/CGE","R5B200","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2090,190.4693
"9663905","AIM/CGE","R5B200","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2090,62.3717
"9663915","AIM/CGE","R5B200","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2090,366.0078
"9663928","AIM/CGE","R5B200","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2090,67.7865
"9663938","AIM/CGE","R5B200","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2090,202.0087
"9663952","AIM/CGE","R5B200","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2090,0.3219
